"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
10/25/2025 13:00:00,4.2,10/25/2025 13:00:00,4.5,10/25/2025 13:02:36,3.45
10/25/2025 14:00:00,2.7,10/25/2025 14:00:00,0.8,10/25/2025 14:02:39,3.19
10/25/2025 15:00:00,2.1,10/25/2025 15:00:00,0.0,10/25/2025 15:00:43,3.08
10/25/2025 16:00:00,1.8,10/25/2025 16:00:00,0.0,10/25/2025 16:02:47,3.42
10/25/2025 17:00:00,2,10/25/2025 17:00:00,0.0,10/25/2025 17:00:53,3.63
10/25/2025 18:00:00,2,10/25/2025 18:00:00,0.0,10/25/2025 18:00:54,3.63
10/25/2025 19:00:00,2.1,10/25/2025 19:00:00,0.0,10/25/2025 19:00:54,3.64
10/25/2025 20:00:00,2.4,10/25/2025 20:00:00,0.0,10/25/2025 20:00:55,3.58
10/25/2025 21:00:00,3,10/25/2025 21:00:00,0.8,10/25/2025 21:00:56,3.73
10/25/2025 22:00:00,3.8,10/25/2025 22:00:00,2.0,10/25/2025 22:00:56,4.05
10/25/2025 23:00:00,3.6,10/25/2025 23:00:00,1.8,10/25/2025 23:00:57,3.32
10/26/2025 0:00:00,3.6,10/26/2025 0:00:00,2.0,10/26/2025 0:02:57,3.04
10/26/2025 1:00:00,4,10/26/2025 1:00:00,2.5,10/26/2025 1:00:58,3.32
10/26/2025 2:00:00,4.3,10/26/2025 2:00:00,3.8,10/26/2025 2:00:58,3.26
10/26/2025 3:00:00,4.8,10/26/2025 3:00:00,4.3,10/26/2025 3:00:59,2.85
10/26/2025 4:00:00,5,10/26/2025 4:00:00,5.3,10/26/2025 4:01:00,2.65
10/26/2025 5:00:00,5.2,10/26/2025 5:00:00,5.3,10/26/2025 5:01:00,2.69
10/26/2025 6:00:00,5.5,10/26/2025 6:00:00,6.3,10/26/2025 6:01:01,2.91
10/26/2025 7:00:00,6.3,10/26/2025 7:00:00,7.3,10/26/2025 7:01:01,3.99
10/26/2025 8:00:00,7.7,10/26/2025 8:00:00,11.3,10/26/2025 8:01:02,5.30
10/26/2025 9:00:00,7.9,10/26/2025 9:00:00,11.3,10/26/2025 9:01:02,5.37
10/26/2025 10:00:00,12.1,10/26/2025 10:00:00,16.5,10/26/2025 10:01:03,8.84
10/26/2025 11:00:00,14.2,10/26/2025 11:00:00,22.8,10/26/2025 11:01:03,10.86
10/26/2025 12:00:00,12,10/26/2025 12:00:00,20.8,10/26/2025 12:01:04,9.20
10/26/2025 13:00:00,8.9,10/26/2025 13:00:00,14.5,10/26/2025 13:01:05,7.62
10/26/2025 14:00:00,8.5,10/26/2025 14:00:00,13.0,10/26/2025 14:01:05,7.57
10/26/2025 15:00:00,5.2,10/26/2025 15:00:00,6.0,10/26/2025 15:01:06,4.81
10/26/2025 16:00:00,4.2,10/26/2025 16:00:00,3.5,10/26/2025 16:03:06,4.20
10/26/2025 17:00:00,3.6,10/26/2025 17:00:00,2.0,10/26/2025 17:01:10,3.66
10/26/2025 18:00:00,3.6,10/26/2025 18:00:00,2.0,10/26/2025 18:03:11,3.68
10/26/2025 19:00:00,3.2,10/26/2025 19:00:00,1.0,10/26/2025 19:03:11,3.50
10/26/2025 20:00:00,3.1,10/26/2025 20:00:00,1.0,10/26/2025 20:01:12,3.27
10/26/2025 21:00:00,3.1,10/26/2025 21:00:00,1.0,10/26/2025 21:01:12,3.01
10/26/2025 22:00:00,4.2,10/26/2025 22:00:00,1.8,10/26/2025 22:01:13,3.18
10/26/2025 23:00:00,4.5,10/26/2025 23:00:00,2.8,10/26/2025 23:01:13,2.90
10/27/2025 0:00:00,6.1,10/27/2025 0:00:00,6.5,10/27/2025 0:01:14,3.72
10/27/2025 1:00:00,6.7,10/27/2025 1:00:00,8.8,10/27/2025 1:01:14,3.88
10/27/2025 2:00:00,7.3,10/27/2025 2:00:00,10.5,10/27/2025 2:01:15,4.28
10/27/2025 3:00:00,6.2,10/27/2025 3:00:00,7.8,10/27/2025 3:01:16,3.00
10/27/2025 4:00:00,5.7,10/27/2025 4:00:00,6.8,10/27/2025 4:01:16,2.95
10/27/2025 5:00:00,6.4,10/27/2025 5:00:00,7.8,10/27/2025 5:01:17,3.50
10/27/2025 6:00:00,5.5,10/27/2025 6:00:00,7.3,10/27/2025 6:01:17,2.77
10/27/2025 7:00:00,5.4,10/27/2025 7:00:00,6.5,10/27/2025 7:01:18,2.54
10/27/2025 8:00:00,5.5,10/27/2025 8:00:00,7.3,10/27/2025 8:01:19,2.84
10/27/2025 9:00:00,6.1,10/27/2025 9:00:00,8.0,10/27/2025 9:01:19,3.24
10/27/2025 10:00:00,5.9,10/27/2025 10:00:00,8.0,10/27/2025 10:01:20,3.26
10/27/2025 11:00:00,5.9,10/27/2025 11:00:00,8.0,10/27/2025 11:00:00,
10/27/2025 12:00:00,5.8,10/27/2025 12:00:00,8.0,10/27/2025 12:01:21,3.03
10/27/2025 13:00:00,4.9,10/27/2025 13:00:00,6.5,10/27/2025 13:01:22,2.78
10/27/2025 14:00:00,3.9,10/27/2025 14:00:00,3.3,10/27/2025 14:01:23,3.34
10/27/2025 15:00:00,3,10/27/2025 15:00:00,1.0,10/27/2025 15:01:23,2.95
10/27/2025 16:00:00,2.9,10/27/2025 16:00:00,0.0,10/27/2025 16:01:24,2.73
10/27/2025 17:00:00,3.1,10/27/2025 17:00:00,0.0,10/27/2025 17:01:28,2.86
10/27/2025 18:00:00,4,10/27/2025 18:00:00,1.5,10/27/2025 18:01:32,3.39
10/27/2025 19:00:00,3.2,10/27/2025 19:00:00,1.5,10/27/2025 19:01:36,2.69
10/27/2025 20:00:00,2.8,10/27/2025 20:00:00,0.3,10/27/2025 20:01:40,2.37
10/27/2025 21:00:00,3,10/27/2025 21:00:00,1.0,10/27/2025 21:01:45,2.19
10/27/2025 22:00:00,3.1,10/27/2025 22:00:00,1.0,10/27/2025 22:01:45,1.82
10/27/2025 23:00:00,3.2,10/27/2025 23:00:00,1.0,10/27/2025 23:01:46,1.63
10/28/2025 0:00:00,4,10/28/2025 0:00:00,2.5,10/28/2025 0:01:47,2.30
10/28/2025 1:00:00,3.4,10/28/2025 1:00:00,1.5,10/28/2025 1:01:47,1.40
10/28/2025 2:00:00,3.3,10/28/2025 2:00:00,1.0,10/28/2025 2:01:47,0.88
10/28/2025 3:00:00,3.3,10/28/2025 3:00:00,1.0,10/28/2025 3:01:48,0.65
10/28/2025 4:00:00,3.3,10/28/2025 4:00:00,1.0,10/28/2025 4:01:48,0.43
10/28/2025 5:00:00,3.3,10/28/2025 5:00:00,1.0,10/28/2025 5:01:49,0.21
10/28/2025 6:00:00,3.1,10/28/2025 6:00:00,1.0,10/28/2025 6:01:50,0.51
10/28/2025 7:00:00,3.1,10/28/2025 7:00:00,1.0,10/28/2025 7:01:50,0.61
10/28/2025 8:00:00,3,10/28/2025 8:00:00,1.0,10/28/2025 8:01:51,0.87
10/28/2025 9:00:00,2.8,10/28/2025 9:00:00,1.0,10/28/2025 9:01:51,0.81
10/28/2025 10:00:00,2.9,10/28/2025 10:00:00,1.0,10/28/2025 10:01:52,0.49
10/28/2025 11:00:00,3,10/28/2025 11:00:00,1.0,10/28/2025 11:01:52,0.56
10/28/2025 12:00:00,3.2,10/28/2025 12:00:00,1.0,10/28/2025 12:01:53,0.50
10/28/2025 13:00:00,3.2,10/28/2025 13:00:00,1.0,10/28/2025 13:01:53,0.37
10/28/2025 14:00:00,3.5,10/28/2025 14:00:00,1.3,10/28/2025 14:01:54,0.74
10/28/2025 15:00:00,3.8,10/28/2025 15:00:00,2.0,10/28/2025 15:01:54,1.02
10/28/2025 16:00:00,3.8,10/28/2025 16:00:00,1.5,10/28/2025 16:01:55,0.82
10/28/2025 17:00:00,3.8,10/28/2025 17:00:00,1.0,10/28/2025 17:02:00,0.13
10/28/2025 18:00:00,3.8,10/28/2025 18:00:00,1.0,10/28/2025 18:02:03,-0.22
10/28/2025 19:00:00,3.7,10/28/2025 19:00:00,1.0,10/28/2025 19:02:03,0.29
10/28/2025 20:00:00,3.9,10/28/2025 20:00:00,1.0,10/28/2025 20:00:04,0.42
10/28/2025 21:00:00,3.7,10/28/2025 21:00:00,1.0,10/28/2025 21:02:04,0.56
10/28/2025 22:00:00,3.6,10/28/2025 22:00:00,1.0,10/28/2025 22:02:05,0.12
10/28/2025 23:00:00,3.5,10/28/2025 23:00:00,1.0,10/28/2025 23:02:06,-0.04
10/29/2025 0:00:00,3.5,10/29/2025 0:00:00,1.0,10/29/2025 0:02:06,-0.18
10/29/2025 1:00:00,3.5,10/29/2025 1:00:00,1.0,10/29/2025 1:02:07,-0.15
10/29/2025 2:00:00,3.3,10/29/2025 2:00:00,1.0,10/29/2025 2:02:07,-0.32
10/29/2025 3:00:00,3.4,10/29/2025 3:00:00,1.0,10/29/2025 3:02:08,-0.24
10/29/2025 4:00:00,3.5,10/29/2025 4:00:00,1.0,10/29/2025 4:02:09,-0.16
10/29/2025 5:00:00,3.7,10/29/2025 5:00:00,1.0,10/29/2025 5:02:09,0.08
10/29/2025 6:00:00,3.8,10/29/2025 6:00:00,1.0,10/29/2025 6:02:10,0.12
10/29/2025 7:00:00,3.7,10/29/2025 7:00:00,1.3,10/29/2025 7:02:10,0.23
10/29/2025 8:00:00,3.6,10/29/2025 8:00:00,1.0,10/29/2025 8:02:11,0.31
10/29/2025 9:00:00,3.6,10/29/2025 9:00:00,1.0,10/29/2025 9:02:11,0.49
10/29/2025 10:00:00,3.4,10/29/2025 10:00:00,1.0,10/29/2025 10:02:12,0.28
10/29/2025 11:00:00,3.3,10/29/2025 11:00:00,1.0,10/29/2025 11:02:12,0.00
10/29/2025 12:00:00,3.3,10/29/2025 12:00:00,1.0,10/29/2025 12:02:13,-0.03
10/29/2025 13:00:00,3.3,10/29/2025 13:00:00,1.0,10/29/2025 13:02:14,-0.24
10/29/2025 14:00:00,3.4,10/29/2025 14:00:00,0.0,10/29/2025 14:02:14,-0.25
10/29/2025 15:00:00,3.6,10/29/2025 15:00:00,0.0,10/29/2025 15:02:15,-0.27
10/29/2025 16:00:00,3.8,10/29/2025 16:00:00,1.0,10/29/2025 16:02:15,-0.30
10/29/2025 17:00:00,4.2,10/29/2025 17:00:00,1.0,10/29/2025 17:02:19,-0.78
10/29/2025 18:00:00,4.2,10/29/2025 18:00:00,2.0,10/29/2025 18:02:23,-0.95
10/29/2025 19:00:00,3.7,10/29/2025 19:00:00,2.0,10/29/2025 19:02:24,-1.23
10/29/2025 20:00:00,3.6,10/29/2025 20:00:00,2.0,10/29/2025 20:02:25,-1.17
10/29/2025 21:00:00,3.3,10/29/2025 21:00:00,1.8,10/29/2025 21:02:25,-1.44
10/29/2025 22:00:00,2.2,10/29/2025 22:00:00,0.8,10/29/2025 22:02:26,-2.25
10/29/2025 23:00:00,1.9,10/29/2025 23:00:00,0.0,10/29/2025 23:02:26,-2.41
10/30/2025 0:00:00,1.5,10/30/2025 0:00:00,0.0,10/30/2025 0:04:27,-2.68
10/30/2025 1:00:00,1.1,10/30/2025 1:00:00,0.0,10/30/2025 1:02:27,-2.84
10/30/2025 2:00:00,0.9,10/30/2025 2:00:00,0.0,10/30/2025 2:02:28,-2.86
10/30/2025 3:00:00,1.1,10/30/2025 3:00:00,0.0,10/30/2025 3:00:29,-2.84
10/30/2025 4:00:00,1,10/30/2025 4:00:00,0.0,10/30/2025 4:02:29,-2.86
10/30/2025 5:00:00,1,10/30/2025 5:00:00,0.0,10/30/2025 5:02:30,-2.85
10/30/2025 6:00:00,1.1,10/30/2025 6:00:00,0.0,10/30/2025 6:02:30,-2.83
10/30/2025 7:00:00,1.3,10/30/2025 7:00:00,0.0,10/30/2025 7:02:31,-2.78
10/30/2025 8:00:00,1.7,10/30/2025 8:00:00,0.0,10/30/2025 8:02:31,-2.61
10/30/2025 9:00:00,1.6,10/30/2025 9:00:00,0.0,10/30/2025 9:02:32,-2.57
10/30/2025 10:00:00,2.9,10/30/2025 10:00:00,0.8,10/30/2025 10:02:32,-1.40
10/30/2025 11:00:00,2.8,10/30/2025 11:00:00,0.8,10/30/2025 11:02:33,-1.85
10/30/2025 12:00:00,3.3,10/30/2025 12:00:00,1.8,10/30/2025 12:02:33,-1.04
10/30/2025 13:00:00,4.2,10/30/2025 13:00:00,3.8,10/30/2025 13:02:34,-0.02
10/30/2025 14:00:00,4.6,10/30/2025 14:00:00,4.5,10/30/2025 14:02:34,0.83
10/30/2025 15:00:00,5.8,10/30/2025 15:00:00,7.0,10/30/2025 15:02:42,2.85
10/30/2025 16:00:00,5.2,10/30/2025 16:00:00,5.3,10/30/2025 16:00:42,3.98
10/30/2025 17:00:00,5.5,10/30/2025 17:00:00,4.8,10/30/2025 17:00:00,
10/30/2025 18:00:00,4.4,10/30/2025 18:00:00,3.3,10/30/2025 18:00:54,4.33
10/30/2025 19:00:00,3.3,10/30/2025 19:00:00,1.3,10/30/2025 19:01:05,3.71
10/30/2025 20:00:00,2.6,10/30/2025 20:00:00,0.3,10/30/2025 20:01:11,3.18
10/30/2025 21:00:00,2.5,10/30/2025 21:00:00,0.0,10/30/2025 21:03:16,2.57
10/30/2025 22:00:00,2.4,10/30/2025 22:00:00,0.0,10/30/2025 22:00:00,
10/30/2025 23:00:00,2.7,10/30/2025 23:00:00,0.3,10/30/2025 23:00:00,
10/31/2025 0:00:00,2.6,10/31/2025 0:00:00,0.8,10/31/2025 0:00:00,
10/31/2025 1:00:00,2.9,10/31/2025 1:00:00,0.3,10/31/2025 1:00:00,
10/31/2025 2:00:00,3.1,10/31/2025 2:00:00,1.3,10/31/2025 2:00:00,
10/31/2025 3:00:00,3.2,10/31/2025 3:00:00,1.0,10/31/2025 3:00:52,1.71
10/31/2025 4:00:00,3.1,10/31/2025 4:00:00,1.0,10/31/2025 4:00:00,
10/31/2025 5:00:00,2.3,10/31/2025 5:00:00,0.3,10/31/2025 5:00:00,
10/31/2025 6:00:00,1.5,10/31/2025 6:00:00,0.0,10/31/2025 6:00:00,
10/31/2025 7:00:00,1,10/31/2025 7:00:00,0.0,10/31/2025 7:00:00,
10/31/2025 8:00:00,1.1,10/31/2025 8:00:00,0.0,10/31/2025 8:00:00,
10/31/2025 9:00:00,1,10/31/2025 9:00:00,0.0,10/31/2025 9:00:00,
10/31/2025 10:00:00,0.8,10/31/2025 10:00:00,0.0,10/31/2025 10:00:00,
10/31/2025 11:00:00,1,10/31/2025 11:00:00,0.0,10/31/2025 11:00:00,
10/31/2025 12:00:00,1.4,10/31/2025 12:00:00,0.0,10/31/2025 12:00:00,
10/31/2025 13:00:00,1.9,10/31/2025 13:00:00,0.0,10/31/2025 13:10:17,2.30
10/31/2025 14:00:00,2.6,10/31/2025 14:00:00,0.3,10/31/2025 14:00:00,
10/31/2025 15:00:00,2.9,10/31/2025 15:00:00,0.5,10/31/2025 15:00:27,3.84
10/31/2025 16:00:00,3.5,10/31/2025 16:00:00,1.0,10/31/2025 16:02:28,4.34
10/31/2025 17:00:00,3.5,10/31/2025 17:00:00,2.0,10/31/2025 17:00:00,
10/31/2025 18:00:00,3,10/31/2025 18:00:00,0.8,10/31/2025 18:00:00,
10/31/2025 19:00:00,2.7,10/31/2025 19:00:00,0.0,10/31/2025 19:02:27,4.16
10/31/2025 20:00:00,2.6,10/31/2025 20:00:00,0.0,10/31/2025 20:02:28,4.01
10/31/2025 21:00:00,2.3,10/31/2025 21:00:00,0.0,10/31/2025 21:00:00,
10/31/2025 22:00:00,2.2,10/31/2025 22:00:00,0.0,10/31/2025 22:00:00,
10/31/2025 23:00:00,2.8,10/31/2025 23:00:00,0.5,10/31/2025 23:00:00,
11/1/2025 0:00:00,3.2,11/1/2025 0:00:00,1.3,11/1/2025 0:00:00,
11/1/2025 1:00:00,3.7,11/1/2025 1:00:00,2.3,11/1/2025 1:00:00,
11/1/2025 2:00:00,4,11/1/2025 2:00:00,3.0,11/1/2025 2:00:00,
11/1/2025 3:00:00,4.4,11/1/2025 3:00:00,4.0,11/1/2025 3:00:00,
11/1/2025 4:00:00,4.3,11/1/2025 4:00:00,4.0,11/1/2025 4:12:04,4.04
11/1/2025 5:00:00,4.8,11/1/2025 5:00:00,4.8,11/1/2025 5:00:00,
11/1/2025 6:00:00,5.2,11/1/2025 6:00:00,6.0,11/1/2025 6:00:00,
11/1/2025 7:00:00,5.5,11/1/2025 7:00:00,7.0,11/1/2025 7:04:00,4.57
11/1/2025 8:00:00,5.7,11/1/2025 8:00:00,7.0,11/1/2025 8:00:00,
11/1/2025 9:00:00,6,11/1/2025 9:00:00,8.3,11/1/2025 9:00:00,
11/1/2025 10:00:00,6.2,11/1/2025 10:00:00,9.0,11/1/2025 10:00:00,
11/1/2025 11:00:00,6.8,11/1/2025 11:00:00,11.0,11/1/2025 11:00:00,
11/1/2025 12:00:00,7.2,11/1/2025 12:00:00,11.5,11/1/2025 12:01:51,5.37
11/1/2025 13:00:00,6.8,11/1/2025 13:00:00,10.3,11/1/2025 13:00:00,
11/1/2025 14:00:00,6,11/1/2025 14:00:00,7.0,11/1/2025 14:09:52,6.13
11/1/2025 15:00:00,5.3,11/1/2025 15:00:00,6.0,11/1/2025 15:01:46,5.96
11/1/2025 16:00:00,4.6,11/1/2025 16:00:00,4.0,11/1/2025 16:01:53,5.55
11/1/2025 17:00:00,4,11/1/2025 17:00:00,2.0,11/1/2025 17:01:58,5.05
11/1/2025 18:00:00,3.7,11/1/2025 18:00:00,1.8,11/1/2025 18:01:58,4.91
11/1/2025 19:00:00,3.6,11/1/2025 19:00:00,1.5,11/1/2025 19:01:59,4.80
11/1/2025 20:00:00,3.8,11/1/2025 20:00:00,1.8,11/1/2025 20:01:59,4.73
11/1/2025 21:00:00,3.9,11/1/2025 21:00:00,2.0,11/1/2025 21:02:00,4.54
11/1/2025 22:00:00,4.6,11/1/2025 22:00:00,2.5,11/1/2025 22:02:00,4.41
11/1/2025 23:00:00,5.3,11/1/2025 23:00:00,4.5,11/1/2025 23:02:01,4.35
11/2/2025 0:00:00,5.8,11/2/2025 0:00:00,6.3,11/2/2025 0:02:01,4.18
11/2/2025 1:00:00,6.7,11/2/2025 1:00:00,8.3,11/2/2025 1:02:02,4.69
11/2/2025 2:00:00,9.5,11/2/2025 2:00:00,14.0,11/2/2025 2:02:02,7.28
11/2/2025 3:00:00,12,11/2/2025 3:00:00,19.3,11/2/2025 3:02:03,9.15
11/2/2025 4:00:00,13.7,11/2/2025 4:00:00,23.8,11/2/2025 4:02:03,10.26
11/2/2025 5:00:00,15.3,11/2/2025 5:00:00,27.8,11/2/2025 5:02:04,11.55
11/2/2025 6:00:00,16.1,11/2/2025 6:00:00,30.3,11/2/2025 6:02:05,12.15
11/2/2025 7:00:00,16.4,11/2/2025 7:00:00,27.5,11/2/2025 7:02:05,12.51
11/2/2025 8:00:00,14.1,11/2/2025 8:00:00,24.3,11/2/2025 8:02:06,10.63
11/2/2025 9:00:00,12.7,11/2/2025 9:00:00,24.8,11/2/2025 9:02:06,9.66
11/2/2025 10:00:00,13,11/2/2025 10:00:00,23.5,11/2/2025 10:02:07,9.76
11/2/2025 11:00:00,12.6,11/2/2025 11:00:00,24.0,11/2/2025 11:02:07,9.59
11/2/2025 12:00:00,13.1,11/2/2025 12:00:00,23.8,11/2/2025 12:02:08,9.95
11/2/2025 13:00:00,13,11/2/2025 13:00:00,15.8,11/2/2025 13:02:08,11.43
11/2/2025 14:00:00,9.3,11/2/2025 14:00:00,5.5,11/2/2025 14:02:09,9.06
11/2/2025 15:00:00,5.4,11/2/2025 15:00:00,3.5,11/2/2025 15:02:09,6.00
11/2/2025 16:00:00,4.8,11/2/2025 16:00:00,3.0,11/2/2025 16:02:10,5.50
11/2/2025 17:00:00,4.6,11/2/2025 17:00:00,3.3,11/2/2025 17:02:10,5.49
11/2/2025 18:00:00,5.1,11/2/2025 18:00:00,3.8,11/2/2025 18:02:11,5.72
11/2/2025 19:00:00,5.2,11/2/2025 19:00:00,3.3,11/2/2025 19:00:13,5.78
11/2/2025 20:00:00,5.1,11/2/2025 20:00:00,4.5,11/2/2025 20:02:12,5.56
11/2/2025 21:00:00,5.5,11/2/2025 21:00:00,5.0,11/2/2025 21:02:13,5.70
11/2/2025 22:00:00,5.4,11/2/2025 22:00:00,5.5,11/2/2025 22:02:13,5.35
11/2/2025 23:00:00,6,11/2/2025 23:00:00,7.5,11/2/2025 23:02:14,5.55
11/3/2025 0:00:00,6.5,11/3/2025 0:00:00,9.0,11/3/2025 0:04:14,5.90
11/3/2025 1:00:00,7.4,11/3/2025 1:00:00,11.0,11/3/2025 1:02:15,6.42
11/3/2025 2:00:00,8.3,11/3/2025 2:00:00,13.8,11/3/2025 2:02:15,6.97
11/3/2025 3:00:00,9.5,11/3/2025 3:00:00,13.0,11/3/2025 3:02:16,7.30
11/3/2025 4:00:00,8.8,11/3/2025 4:00:00,16.3,11/3/2025 4:02:16,6.06
11/3/2025 5:00:00,10.1,11/3/2025 5:00:00,18.8,11/3/2025 5:02:17,6.99
11/3/2025 6:00:00,10.7,11/3/2025 6:00:00,19.8,11/3/2025 6:02:17,7.47
11/3/2025 7:00:00,10.7,11/3/2025 7:00:00,18.5,11/3/2025 7:02:18,7.58
11/3/2025 8:00:00,9.5,11/3/2025 8:00:00,18.8,11/3/2025 8:02:18,6.61
11/3/2025 9:00:00,9.7,11/3/2025 9:00:00,18.0,11/3/2025 9:02:19,7.10
11/3/2025 10:00:00,9.1,11/3/2025 10:00:00,16.8,11/3/2025 10:02:20,6.40
11/3/2025 11:00:00,8.6,11/3/2025 11:00:00,16.0,11/3/2025 11:02:20,6.13
11/3/2025 12:00:00,8,11/3/2025 12:00:00,12.5,11/3/2025 12:00:21,5.17
11/3/2025 13:00:00,6.6,11/3/2025 13:00:00,14.5,11/3/2025 13:02:21,3.57
11/3/2025 14:00:00,8.1,11/3/2025 14:00:00,22.3,11/3/2025 14:02:22,6.05
11/3/2025 15:00:00,10.2,11/3/2025 15:00:00,17.5,11/3/2025 15:02:22,8.89
11/3/2025 16:00:00,8.2,11/3/2025 16:00:00,11.8,11/3/2025 16:02:23,6.34
11/3/2025 17:00:00,6.6,11/3/2025 17:00:00,7.5,11/3/2025 17:00:00,
11/3/2025 18:00:00,5.9,11/3/2025 18:00:00,5.8,11/3/2025 18:00:00,
11/3/2025 19:00:00,5.7,11/3/2025 19:00:00,6.0,11/3/2025 19:02:20,4.51
11/3/2025 20:00:00,6.4,11/3/2025 20:00:00,6.3,11/3/2025 20:02:20,5.30
11/3/2025 21:00:00,6.5,11/3/2025 21:00:00,10.0,11/3/2025 21:00:00,
11/3/2025 22:00:00,8.8,11/3/2025 22:00:00,14.0,11/3/2025 22:00:00,
11/3/2025 23:00:00,9.6,11/3/2025 23:00:00,21.0,11/3/2025 23:00:00,
11/4/2025 0:00:00,11.9,11/4/2025 0:00:00,12.5,11/4/2025 0:00:00,
11/4/2025 1:00:00,7.5,11/4/2025 1:00:00,8.8,11/4/2025 1:00:00,
11/4/2025 2:00:00,6.3,11/4/2025 2:00:00,6.3,11/4/2025 2:15:54,4.91
11/4/2025 3:00:00,5.3,11/4/2025 3:00:00,5.8,11/4/2025 3:00:00,
11/4/2025 4:00:00,5.3,11/4/2025 4:00:00,6.3,11/4/2025 4:00:00,
11/4/2025 5:00:00,5.5,11/4/2025 5:00:00,6.0,11/4/2025 5:00:00,
11/4/2025 6:00:00,5.1,11/4/2025 6:00:00,6.5,11/4/2025 6:00:00,
11/4/2025 7:00:00,5.2,11/4/2025 7:00:00,6.0,11/4/2025 7:00:00,
11/4/2025 8:00:00,5,11/4/2025 8:00:00,6.3,11/4/2025 8:00:00,
11/4/2025 9:00:00,5.3,11/4/2025 9:00:00,7.5,11/4/2025 9:01:40,3.52
11/4/2025 10:00:00,5.5,11/4/2025 10:00:00,8.8,11/4/2025 10:01:52,3.28
11/4/2025 11:00:00,6.2,11/4/2025 11:00:00,10.5,11/4/2025 11:01:58,3.63
11/4/2025 12:00:00,7.8,11/4/2025 12:00:00,6.3,11/4/2025 12:00:00,
11/4/2025 13:00:00,5.6,11/4/2025 13:00:00,3.0,11/4/2025 13:00:00,
11/4/2025 14:00:00,3.7,11/4/2025 14:00:00,0.0,11/4/2025 14:09:58,4.20
11/4/2025 15:00:00,2.8,11/4/2025 15:00:00,0.0,11/4/2025 15:01:57,4.03
11/4/2025 16:00:00,2.6,11/4/2025 16:00:00,0.0,11/4/2025 16:00:00,
11/4/2025 17:00:00,2.3,11/4/2025 17:00:00,0.0,11/4/2025 17:06:05,4.17
11/4/2025 18:00:00,2.2,11/4/2025 18:00:00,0.0,11/4/2025 18:02:04,4.14
11/4/2025 19:00:00,2.2,11/4/2025 19:00:00,0.0,11/4/2025 19:02:19,4.19
11/4/2025 20:00:00,2.2,11/4/2025 20:00:00,0.0,11/4/2025 20:02:19,4.16
11/4/2025 21:00:00,2.4,11/4/2025 21:00:00,0.3,11/4/2025 21:02:20,4.03
11/4/2025 22:00:00,3,11/4/2025 22:00:00,1.5,11/4/2025 22:00:00,
11/4/2025 23:00:00,4.3,11/4/2025 23:00:00,3.0,11/4/2025 23:00:00,
11/5/2025 0:00:00,4.8,11/5/2025 0:00:00,3.5,11/5/2025 0:00:00,
11/5/2025 1:00:00,4.8,11/5/2025 1:00:00,3.3,11/5/2025 1:00:00,
11/5/2025 2:00:00,4.7,11/5/2025 2:00:00,4.3,11/5/2025 2:00:00,
11/5/2025 3:00:00,5.1,11/5/2025 3:00:00,4.3,11/5/2025 3:00:00,
11/5/2025 4:00:00,4.8,11/5/2025 4:00:00,3.8,11/5/2025 4:00:00,
11/5/2025 5:00:00,5,11/5/2025 5:00:00,5.5,11/5/2025 5:00:00,
11/5/2025 6:00:00,5.6,11/5/2025 6:00:00,6.3,11/5/2025 6:00:00,
11/5/2025 7:00:00,5.7,11/5/2025 7:00:00,7.8,11/5/2025 7:00:00,
11/5/2025 8:00:00,6.2,11/5/2025 8:00:00,8.5,11/5/2025 8:00:00,
11/5/2025 9:00:00,6.6,11/5/2025 9:00:00,9.0,11/5/2025 9:00:00,
11/5/2025 10:00:00,6.8,11/5/2025 10:00:00,11.3,11/5/2025 10:00:00,
11/5/2025 11:00:00,7.7,11/5/2025 11:00:00,12.0,11/5/2025 11:00:00,
11/5/2025 12:00:00,8.3,11/5/2025 12:00:00,10.8,11/5/2025 12:00:00,
11/5/2025 13:00:00,7.7,11/5/2025 13:00:00,6.3,11/5/2025 13:00:00,
11/5/2025 14:00:00,5.8,11/5/2025 14:00:00,6.8,11/5/2025 14:02:49,5.63
11/5/2025 15:00:00,7,11/5/2025 15:00:00,6.3,11/5/2025 15:00:50,6.71
11/5/2025 16:00:00,6.5,11/5/2025 16:00:00,5.0,11/5/2025 16:00:51,6.19
11/5/2025 17:00:00,6.3,11/5/2025 17:00:00,5.0,11/5/2025 17:02:52,5.95
11/5/2025 18:00:00,6.3,11/5/2025 18:00:00,5.8,11/5/2025 18:02:52,6.14
11/5/2025 19:00:00,7.1,11/5/2025 19:00:00,6.0,11/5/2025 19:00:53,6.37
11/5/2025 20:00:00,7.3,11/5/2025 20:00:00,9.0,11/5/2025 20:00:53,6.45
11/5/2025 21:00:00,9.2,11/5/2025 21:00:00,10.8,11/5/2025 21:00:54,7.27
11/5/2025 22:00:00,8.9,11/5/2025 22:00:00,12.8,11/5/2025 22:00:00,
